--- Running (Engine Host) ---
[Main] Using GpuExecutor generic executor.
---------------------------------------------------
======================RESULT=======================
---------------------------------------------------
ps_partkey_1|ps_availqty|ps_suppkey|ps_availqty_1|ps_suppkey|ps_partkey_1|n_nationkey|ps_partkey|ps_suppkey_1|p_partkey_1|ps_suppkey_2|s_suppkey|ps_partkey|s_nationkey|p_partkey_1|p_partkey|ps_partkey_1|(0.5 * sum(l_quantity))|sum(l_quantity)|ps_suppkey|p_name|p_name_1|s_name|n_name|s_address|
190697|8322|5736|8322|5736|190697|3|190697|5736|190697|5736|5736|190697|3|190697|190697|2.00|1.00|2.00|1.00|forest dodger rosy aquamarine lemon|forest dodger rosy aquamarine lemon|Supplier#000005736|CANADA|2dq XTYhtYWSfp|
63230|9416|5737|9416|5737|63230|3|63230|5737|63230|5737|5737|63230|3|63230|63230|29.00|14.50|29.00|14.50|forest violet hot white navajo|forest violet hot white navajo|Supplier#000005737|CANADA|dmEWcS32C3kx,d,B95 OmYn48|
188242|8588|5797|8588|5797|188242|3|188242|5797|188242|5797|5797|188242|3|188242|188242|9.00|4.50|9.00|4.50|forest burnished sky lavender spring|forest burnished sky lavender spring|Supplier#000005797|CANADA|,o,OebwRbSDmVl9gN9fpWPCiqB UogvlSR|
53369|9771|5875|9771|5875|53369|3|53369|5875|53369|5875|5875|53369|3|53369|53369|70.00|35.00|70.00|35.00|forest sky firebrick turquoise azure|forest sky firebrick turquoise azure|Supplier#000005875|CANADA|lK,sYiGzB94hSyHy9xvSZFbVQNCZe2LXZuGbS|
175973|5401|5974|5401|5974|175973|3|175973|5974|175973|5974|5974|175973|3|175973|175973|10.00|5.00|10.00|5.00|forest blush antique smoke cornsilk|forest blush antique smoke cornsilk|Supplier#000005974|CANADA|REhR5jE,lLusQXvf54SwYySgsSSVFhu|
56058|262|6059|262|6059|56058|3|56058|6059|56058|6059|6059|56058|3|56058|56058|23.00|11.50|23.00|11.50|forest gainsboro turquoise cornsilk rose|forest gainsboro turquoise cornsilk rose|Supplier#000006059|CANADA|4m0cv8MwJ9yX2vlwI Z|
153549|8811|6065|8811|6065|153549|3|153549|6065|153549|6065|6065|153549|3|153549|153549|153.00|76.50|153.00|76.50|forest maroon yellow puff powder|forest maroon yellow puff powder|Supplier#000006065|CANADA|UiI2Cy3W4Tu5sLk LuvXLRy6KihlGv|
6092|8994|6093|8994|6093|6092|3|6092|6093|6092|6093|6093|6092|3|6092|6092|31.00|15.50|31.00|15.50|forest goldenrod deep maroon misty|forest goldenrod deep maroon misty|Supplier#000006093|CANADA|KJNUg1odUT2wtCS2s6PrH3D6fd|
166098|5350|6099|5350|6099|166098|3|166098|6099|166098|6099|6099|166098|3|166098|166098|4.00|2.00|4.00|2.00|forest tan floral misty white|forest tan floral misty white|Supplier#000006099|CANADA|aZilwQKYDTVPoK|
16108|9578|6109|9578|6109|16108|3|16108|6109|16108|6109|6109|16108|3|16108|16108|72.00|36.00|72.00|36.00|forest pale floral blue dim|forest pale floral blue dim|Supplier#000006109|CANADA|rY5gbfh3dKHnylcQUTPGCwnbe|
141188|9143|6217|9143|6217|141188|3|141188|6217|141188|6217|6217|141188|3|141188|141188|71.00|35.50|71.00|35.50|forest cornsilk thistle moccasin grey|forest cornsilk thistle moccasin grey|Supplier#000006217|CANADA|RVN23SYT9jenUeaWGXUd|
193777|343|6297|343|6297|193777|3|193777|6297|193777|6297|6297|193777|3|193777|193777|28.00|14.00|28.00|14.00|forest lavender orchid navajo cornflower|forest lavender orchid navajo cornflower|Supplier#000006297|CANADA|73VRDOO56GUCyvc40oYJ|
71420|4381|6435|4381|6435|71420|3|71420|6435|71420|6435|6435|71420|3|71420|71420|70.00|35.00|70.00|35.00|forest pale antique papaya snow|forest pale antique papaya snow|Supplier#000006435|CANADA|xIgE69XszYbnO4Eon7cHHO8y|
28956|1065|6463|1065|6463|28956|3|28956|6463|28956|6463|6463|28956|3|28956|28956|41.00|20.50|41.00|20.50|forest floral tan white spring|forest floral tan white spring|Supplier#000006463|CANADA|7 wkdj2EO49iotley2kmIM ADpLSszGV3RNWj|
163961|3966|6478|3966|6478|163961|3|163961|6478|163961|6478|6478|163961|3|163961|163961|136.00|68.00|136.00|68.00|forest rose blanched black purple|forest rose blanched black purple|Supplier#000006478|CANADA|bQYPnj9lpmW3U|
61508|869|6521|869|6521|61508|3|61508|6521|61508|6521|6521|61508|3|61508|61508|13.00|6.50|13.00|6.50|forest tomato blanched powder orange|forest tomato blanched powder orange|Supplier#000006521|CANADA|b9 2zjHzxR|
46641|5706|6642|5706|6642|46641|3|46641|6642|46641|6642|6642|46641|3|46641|46641|36.00|18.00|36.00|18.00|forest indian burnished antique chiffon|forest indian burnished antique chiffon|Supplier#000006642|CANADA|N,CUclSqRLJcS8zQ|
21654|1354|6659|1354|6659|21654|3|21654|6659|21654|6659|6659|21654|3|21654|21654|26.00|13.00|26.00|13.00|forest brown lace snow honeydew|forest brown lace snow honeydew|Supplier#000006659|CANADA|iTLsnvD8D2GzWNUv kRInwRjk5rDeEmfup1|
179117|9266|6669|9266|6669|179117|3|179117|6669|179117|6669|6669|179117|3|179117|179117|47.00|23.50|47.00|23.50|forest beige yellow thistle cornflower|forest beige yellow thistle cornflower|Supplier#000006669|CANADA|NQ4Yryj624p7K53|
156747|4465|6748|4465|6748|156747|3|156747|6748|156747|6748|6748|156747|3|156747|156747|1.00|0.50|1.00|0.50|forest magenta goldenrod salmon moccasin|forest magenta goldenrod salmon moccasin|Supplier#000006748|CANADA|rC,2rEn8gKDIS5Q0dJEoiF|
174243|2656|6761|2656|6761|174243|3|174243|6761|174243|6761|6761|174243|3|174243|174243|27.00|13.50|27.00|13.50|forest moccasin azure navajo cream|forest moccasin azure navajo cream|Supplier#000006761|CANADA|n4jhxGMqB5prD1HhpLvwrWStOLlla|
136807|4210|6808|4210|6808|136807|3|136807|6808|136807|6808|6808|136807|3|136807|136807|38.00|19.00|38.00|19.00|forest brown sky turquoise dark|forest brown sky turquoise dark|Supplier#000006808|CANADA|HGd2Xo 9nEcHJhZvXjXxWKIpApT|
49345|1654|6858|1654|6858|49345|3|49345|6858|49345|6858|6858|49345|3|49345|49345|8.00|4.00|8.00|4.00|forest metallic papaya moccasin cornsilk|forest metallic papaya moccasin cornsilk|Supplier#000006858|CANADA|fnlINT885vBBhsWwTGiZ0o22thwGY16h GHJj21|
186945|673|6946|673|6946|186945|3|186945|6946|186945|6946|6946|186945|3|186945|186945|116.00|58.00|116.00|58.00|forest red lavender lemon plum|forest red lavender lemon plum|Supplier#000006946|CANADA|To6Slo0GJTqcIvD|
11946|6541|6949|6541|6949|11946|3|11946|6949|11946|6949|6949|11946|3|11946|11946|6.00|3.00|6.00|3.00|forest rose metallic spring peru|forest rose metallic spring peru|Supplier#000006949|CANADA|mLxYUJhsGcLtKe ,GFirNu183AvT|
62059|1105|7072|1105|7072|62059|3|62059|7072|62059|7072|7072|62059|3|62059|62059|25.00|12.50|25.00|12.50|forest steel seashell honeydew khaki|forest steel seashell honeydew khaki|Supplier#000007072|CANADA|2tRyX9M1a 4Rcm57s779F1ANG9jlpK|
92079|9854|7098|9854|7098|92079|3|92079|7098|92079|7098|7098|92079|3|92079|92079|12.00|6.00|12.00|6.00|forest indian orchid lace tan|forest indian orchid lace tan|Supplier#000007098|CANADA|G3j8g0KC4OcbAu2OVoPHrXQWMCUdjq8wgCHOExu|
127131|4978|7132|4978|7132|127131|3|127131|7132|127131|7132|7132|127131|3|127131|127131|37.00|18.50|37.00|18.50|forest dark linen lawn steel|forest dark linen lawn steel|Supplier#000007132|CANADA|xonvn0KAQIL3p8kYk HC1FSSDSUSTC|
27134|7746|7135|7746|7135|27134|3|27134|7135|27134|7135|7135|27134|3|27134|27134|17.00|8.50|17.00|8.50|forest smoke dodger indian powder|forest smoke dodger indian powder|Supplier#000007135|CANADA|ls DoKV7V5ulfQy9V|
144632|3049|7147|3049|7147|144632|3|144632|7147|144632|7147|7147|144632|3|144632|144632|48.00|24.00|48.00|24.00|forest dark lawn navajo light|forest dark lawn navajo light|Supplier#000007147|CANADA|Xzb16kC63wmLVYexUEgB0hXFvHkjT5iPpq|
134646|7552|7160|7552|7160|134646|3|134646|7160|134646|7160|7160|134646|3|134646|134646|2.00|1.00|2.00|1.00|forest white floral thistle linen|forest white floral thistle linen|Supplier#000007160|CANADA|TqDGBULB3cTqIT6FKDvm9BS4e4v,zwYiQPb|
4668|9722|7169|9722|7169|4668|3|4668|7169|4668|7169|7169|4668|3|4668|4668|15.00|7.50|15.00|7.50|forest lemon metallic blush orange|forest lemon metallic blush orange|Supplier#000007169|CANADA|tEc95D2moN9S84nd55O,dlnW|
27277|787|7278|787|7278|27277|3|27277|7278|27277|7278|7278|27277|3|27277|27277|8.00|4.00|8.00|4.00|forest coral blue lawn sienna|forest coral blue lawn sienna|Supplier#000007278|CANADA|I2ae3rS7KVF8GVHtB|
139825|8896|7365|8896|7365|139825|3|139825|7365|139825|7365|7365|139825|3|139825|139825|58.00|29.00|58.00|29.00|forest cornsilk lace peach khaki|forest cornsilk lace peach khaki|Supplier#000007365|CANADA|51xhROLvQMJ05DndtZWt|
127397|6351|7398|6351|7398|127397|3|127397|7398|127397|7398|7398|127397|3|127397|127397|42.00|21.00|42.00|21.00|forest chocolate magenta wheat metallic|forest chocolate magenta wheat metallic|Supplier#000007398|CANADA|V8eE6oZ00OFNU,|
39892|9368|7402|9368|7402|39892|3|39892|7402|39892|7402|7402|39892|3|39892|39892|41.00|20.50|41.00|20.50|forest sandy ivory indian dim|forest sandy ivory indian dim|Supplier#000007402|CANADA|4UVv58ery1rjmqSR5|
52437|2515|7448|2515|7448|52437|3|52437|7448|52437|7448|7448|52437|3|52437|52437|174.00|87.00|174.00|87.00|forest mint linen beige dim|forest mint linen beige dim|Supplier#000007448|CANADA|yhhpWiJi7EJ6Q5VCaQ|
77457|8118|7458|8118|7458|77457|3|77457|7458|77457|7458|7458|77457|3|77457|77457|161.00|80.50|161.00|80.50|forest medium purple pale cornflower|forest medium purple pale cornflower|Supplier#000007458|CANADA|BYuucapYkptZl6fnd2QaDyZmI9gR1Ih16e|
72462|8615|7477|8615|7477|72462|3|72462|7477|72462|7477|7477|72462|3|72462|72462|58.00|29.00|58.00|29.00|forest seashell frosted brown maroon|forest seashell frosted brown maroon|Supplier#000007477|CANADA|9m9j0wfhWzCvVHxkU,PpAxwSH0h|
124996|1744|7509|1744|7509|124996|3|124996|7509|124996|7509|7509|124996|3|124996|124996|63.00|31.50|63.00|31.50|forest plum blanched bisque grey|forest plum blanched bisque grey|Supplier#000007509|CANADA|q8,V6LJRoHJjHcOuSG7aLTMg|
55055|4093|7561|4093|7561|55055|3|55055|7561|55055|7561|7561|55055|3|55055|55055|71.00|35.50|71.00|35.50|forest navy white chiffon blanched|forest navy white chiffon blanched|Supplier#000007561|CANADA|rMcFg2530VC|
155100|2980|7616|2980|7616|155100|3|155100|7616|155100|7616|7616|155100|3|155100|155100|39.00|19.50|39.00|19.50|forest cornsilk purple dark olive|forest cornsilk purple dark olive|Supplier#000007616|CANADA|R IovIqzDi3,QHnaqZk1xS4hGAgelhP4yj|
77759|2820|7760|2820|7760|77759|3|77759|7760|77759|7760|7760|77759|3|77759|77759|14.00|7.00|14.00|7.00|forest lavender blanched powder purple|forest lavender blanched powder purple|Supplier#000007760|CANADA|JsPE18PvcdFTK|
20294|1475|7801|1475|7801|20294|3|20294|7801|20294|7801|7801|20294|3|20294|20294|8.00|4.00|8.00|4.00|forest lace seashell purple blanched|forest lace seashell purple blanched|Supplier#000007801|CANADA|69fi,U1r6enUb|
52854|5489|7865|5489|7865|52854|3|52854|7865|52854|7865|7865|52854|3|52854|52854|14.00|7.00|14.00|7.00|forest yellow burnished cornsilk purple|forest yellow burnished cornsilk purple|Supplier#000007865|CANADA|5cDGCS,T6N|
70363|7713|7885|7713|7885|70363|3|70363|7885|70363|7885|7885|70363|3|70363|70363|78.00|39.00|78.00|39.00|forest light brown seashell turquoise|forest light brown seashell turquoise|Supplier#000007885|CANADA|u3sicchh5ZpyTUpN1cJKNcAoabIWgY|
17925|8811|7926|8811|7926|17925|3|17925|7926|17925|7926|7926|17925|3|17925|17925|5.00|2.50|5.00|2.50|forest cream blush turquoise saddle|forest cream blush turquoise saddle|Supplier#000007926|CANADA|ErzCF80K9Uy|
37997|9346|7998|9346|7998|37997|3|37997|7998|37997|7998|7998|37997|3|37997|37997|27.00|13.50|27.00|13.50|forest violet turquoise orange maroon|forest violet turquoise orange maroon|Supplier#000007998|CANADA|LnASFBfYRFOo9d6d,asBvVq9Lo2P|
188089|151|8090|151|8090|188089|3|188089|8090|188089|8090|8090|188089|3|188089|188089|15.00|7.50|15.00|7.50|forest hot maroon ivory rosy|forest hot maroon ivory rosy|Supplier#000008090|CANADA|eonbJZvoDFYBNUinYfp6yERIg|
75716|4439|8224|4439|8224|75716|3|75716|8224|75716|8224|8224|75716|3|75716|75716|7.00|3.50|7.00|3.50|forest ivory purple wheat pink|forest ivory purple wheat pink|Supplier#000008224|CANADA|TWxt9f,LVER|
90703|337|8231|337|8231|90703|3|90703|8231|90703|8231|8231|90703|3|90703|90703|27.00|13.50|27.00|13.50|forest firebrick puff medium light|forest firebrick puff medium light|Supplier#000008231|CANADA|IK7eGw Yj90sTdpsP,vcqWxLB|
108242|3926|8243|3926|8243|108242|3|108242|8243|108242|8243|8243|108242|3|108242|108242|3.00|1.50|3.00|1.50|forest bisque turquoise almond maroon|forest bisque turquoise almond maroon|Supplier#000008243|CANADA|2AyePMkDqmzVzjGTizXthFLo8h EiudCMxOmIIG|
195803|9589|8323|9589|8323|195803|3|195803|8323|195803|8323|8323|195803|3|195803|195803|59.00|29.50|59.00|29.50|forest drab navajo purple lemon|forest drab navajo purple lemon|Supplier#000008323|CANADA|75I18sZmASwm POeheRMdj9tmpyeQ,BfCXN5BIAb|
25863|1166|8366|1166|8366|25863|3|25863|8366|25863|8366|8366|25863|3|25863|25863|25.00|12.50|25.00|12.50|forest lace navajo ivory midnight|forest lace navajo ivory midnight|Supplier#000008366|CANADA|h778cEj14BuW9OEKlvPTWq4iwASR6EBBXN7zeS8|
93513|5344|8532|5344|8532|93513|3|93513|8532|93513|8532|8532|93513|3|93513|93513|18.00|9.00|18.00|9.00|forest beige lawn powder plum|forest beige lawn powder plum|Supplier#000008532|CANADA|Uc29q4,5xVdDOF87UZrxhr4xWS0ihEUXuh|
13592|2467|8595|2467|8595|13592|3|13592|8595|13592|8595|8595|13592|3|13592|13592|21.00|10.50|21.00|10.50|forest dodger orchid gainsboro azure|forest dodger orchid gainsboro azure|Supplier#000008595|CANADA|MH0iB73GQ3z UW3O DbCbqmc|
16108|7812|8610|7812|8610|16108|3|16108|8610|16108|8610|8610|16108|3|16108|16108|40.00|20.00|40.00|20.00|forest pale floral blue dim|forest pale floral blue dim|Supplier#000008610|CANADA|SgVgP90vP452sUNTgzL9zKwXHXAzV6tV|
68682|1364|8683|1364|8683|68682|3|68682|8683|68682|8683|8683|68682|3|68682|68682|14.00|7.00|14.00|7.00|forest gainsboro metallic burnished cyan|forest gainsboro metallic burnished cyan|Supplier#000008683|CANADA|gLuGcugfpJSeGQARnaHNCaWnGaqsNnjyl20|
61186|1871|8705|1871|8705|61186|3|61186|8705|61186|8705|8705|61186|3|61186|61186|34.00|17.00|34.00|17.00|forest lime almond navajo violet|forest lime almond navajo violet|Supplier#000008705|CANADA|aE,trRNdPx,4yinTD9O3DebDIp|
118741|7754|8742|7754|8742|118741|3|118741|8742|118741|8742|8742|118741|3|118741|118741|59.00|29.50|59.00|29.50|forest cornsilk blue mint navy|forest cornsilk blue mint navy|Supplier#000008742|CANADA|HmPlQEzKCPEcTUL14,kKq|
141298|2245|8841|2245|8841|141298|3|141298|8841|141298|8841|8841|141298|3|141298|141298|43.00|21.50|43.00|21.50|forest navajo coral purple plum|forest navajo coral purple plum|Supplier#000008841|CANADA|I 85Lu1sekbg2xrSIzm0|
188871|527|8872|527|8872|188871|3|188871|8872|188871|8872|8872|188871|3|188871|188871|61.00|30.50|61.00|30.50|forest seashell puff cornflower olive|forest seashell puff cornflower olive|Supplier#000008872|CANADA|8D 45GgxJO2OwwYP9S4AaXJKvDwPfLM|
16377|204|8879|204|8879|16377|3|16377|8879|16377|8879|8879|16377|3|16377|16377|75.00|37.50|75.00|37.50|forest moccasin ghost blanched olive|forest moccasin ghost blanched olive|Supplier#000008879|CANADA|rDSA,D9oPM,65NMWEFrmGKAu|
156451|8164|8967|8164|8967|156451|3|156451|8967|156451|8967|8967|156451|3|156451|156451|28.00|14.00|28.00|14.00|forest cornsilk indian yellow brown|forest cornsilk indian yellow brown|Supplier#000008967|CANADA|2kwEHyMG 7FwozNImAUE6mH0hYtqYculJM|
153941|7646|8972|7646|8972|153941|3|153941|8972|153941|8972|8972|153941|3|153941|153941|72.00|36.00|72.00|36.00|forest moccasin sienna blanched mint|forest moccasin sienna blanched mint|Supplier#000008972|CANADA|w2vF6 D5YZO3visPXsqVfLADTK|
14029|4199|9032|4199|9032|14029|3|14029|9032|14029|9032|9032|14029|3|14029|14029|49.00|24.50|49.00|24.50|forest bisque azure ghost indian|forest bisque azure ghost indian|Supplier#000009032|CANADA|qK,trB6Sdy4Dz1BRUFNy|
164010|97|9043|97|9043|164010|3|164010|9043|164010|9043|9043|164010|3|164010|164010|23.00|11.50|23.00|11.50|forest thistle blue powder yellow|forest thistle blue powder yellow|Supplier#000009043|CANADA|57OPvKH4qyXIZ7IzYeCaw11a5N1Ki9f1WWmVQ,|
61759|3354|9278|3354|9278|61759|3|61759|9278|61759|9278|9278|61759|3|61759|61759|48.00|24.00|48.00|24.00|forest puff beige tomato tan|forest puff beige tomato tan|Supplier#000009278|CANADA|RqYTzgxj93CLX 0mcYfCENOefD|
154295|9577|9326|9577|9326|154295|3|154295|9326|154295|9326|9326|154295|3|154295|154295|56.00|28.00|56.00|28.00|forest khaki brown bisque antique|forest khaki brown bisque antique|Supplier#000009326|CANADA|XmiC,uy36B9,fb0zhcjaagiXQutg|
11926|8259|9430|8259|9430|11926|3|11926|9430|11926|9430|9430|11926|3|11926|11926|10.00|5.00|10.00|5.00|forest red peru blush dodger|forest red peru blush dodger|Supplier#000009430|CANADA|igRqmneFt|
69548|9754|9549|9754|9549|69548|3|69548|9549|69548|9549|9549|69548|3|69548|69548|33.00|16.50|33.00|16.50|forest azure honeydew cyan brown|forest azure honeydew cyan brown|Supplier#000009549|CANADA|h3RVchUf8MzY46IzbZ0ng09|
179600|2208|9601|2208|9601|179600|3|179600|9601|179600|9601|9601|179600|3|179600|179600|16.00|8.00|16.00|8.00|forest royal spring powder red|forest royal spring powder red|Supplier#000009601|CANADA|51m637bO,Rw5DnHWFUvLacRx9|
189708|4268|9709|4268|9709|189708|3|189708|9709|189708|9709|9709|189708|3|189708|189708|69.00|34.50|69.00|34.50|forest orange snow burlywood blush|forest orange snow burlywood blush|Supplier#000009709|CANADA|rRnCbHYgDgl9PZYnyWKVYSUW0vKg|
124728|9501|9753|9501|9753|124728|3|124728|9753|124728|9753|9753|124728|3|124728|124728|46.00|23.00|46.00|23.00|forest navy steel rose antique|forest navy steel rose antique|Supplier#000009753|CANADA|wLhVEcRmd7PkJF4FBnGK7Z|
52283|5411|9799|5411|9799|52283|3|52283|9799|52283|9799|9799|52283|3|52283|52283|11.00|5.50|11.00|5.50|forest drab thistle dark lavender|forest drab thistle dark lavender|Supplier#000009799|CANADA|4wNjXGa4OKWl|
97301|7724|9811|7724|9811|97301|3|97301|9811|97301|9811|9811|97301|3|97301|97301|43.00|21.50|43.00|21.50|forest salmon olive mint rose|forest salmon olive mint rose|Supplier#000009811|CANADA|E3iuyq7UnZxU7oPZIe2Gu6|
199811|4530|9812|4530|9812|199811|3|199811|9812|199811|9812|9812|199811|3|199811|199811|15.00|7.50|15.00|7.50|forest blanched floral ivory linen|forest blanched floral ivory linen|Supplier#000009812|CANADA|APFRMy3lCbgFga53n5t9DxzFPQPgnjrGt32|
139845|2301|9846|2301|9846|139845|3|139845|9846|139845|9846|9846|139845|3|139845|139845|20.00|10.00|20.00|10.00|forest cornflower gainsboro spring orange|forest cornflower gainsboro spring orange|Supplier#000009846|CANADA|57sNwJJ3PtBDu,hMPP5QvpcOcSNRXn3PypJJrh|
12395|1901|9899|1901|9899|12395|3|12395|9899|12395|9899|9899|12395|3|12395|12395|16.00|8.00|16.00|8.00|forest steel blue mint gainsboro|forest steel blue mint gainsboro|Supplier#000009899|CANADA|7XdpAHrzr1t,UQFZE|
49973|3747|9974|3747|9974|49973|3|49973|9974|49973|9974|9974|49973|3|49973|49973|51.00|25.50|51.00|25.50|forest aquamarine tomato sky bisque|forest aquamarine tomato sky bisque|Supplier#000009974|CANADA|7wJ,J5DKcxSU4Kp1cQLpbcAvB5AsvKT|
---------------------------------------------------
Planning time: 20.39 ms
Data Load Time (Disk+Upload): 9111.12 ms
GPU kernels time: 25.05 ms
CPU postprocess time: 79.98 ms
Total Internal Pipeline time: 9216.14 ms
Total Host Execution time: 9225.88 ms
Total Wall time (Plan+Exec): 9246.27 ms
---------------------------------------------------
GPU Kernel Timing Summary:
─────────────────────────────────────────
  cast           :    0.205 ms (0.819%) [1 calls]
  compact        :    3.208 ms (12.809%) [5 calls]
  filter         :   10.128 ms (40.438%) [5 calls]
  gather         :    6.764 ms (27.008%) [9 calls]
  groupby        :    1.012 ms (4.042%) [3 calls]
  hash_join_probe_u32:    1.696 ms (6.771%) [4 calls]
  hash_join_probe_u64:    1.298 ms (5.181%) [4 calls]
  sort           :    0.734 ms (2.932%) [2 calls]
─────────────────────────────────────────
  TOTAL GPU TIME: 25.046 ms
  Kernel invocations: 33
Detailed Kernel Timings:
─────────────────────────────────────────────────────────────────
Kernel                           Time (ms)       Elements           ME/s
─────────────────────────────────────────────────────────────────
ops::filter_string_eq                6.966             25          0.004
ops::compact_indices                 0.763             25          0.033
ops::gather_col_u32                  0.871              1          0.001
ops::gather_col_u32                  2.330              1          0.000
hash_join_probe_write_multi          0.942          10000         10.612
ops::filter_string_ge                0.701         200000        285.120
ops::compact_indices                 0.288         200000        695.048
ops::filter_string_lt                0.991         200000        201.850
ops::compact_indices                 0.648         200000        308.840
hash_join_probe_write_multi          0.217          63143        290.702
ops::gather_col_u32                  0.193           2127         11.021
ops::gather_col_u32                  0.746           2127          2.852
ops::gather_col_u32                  0.775           2127          2.745
hash_join_probe_write_multi          0.319         800000       2507.185
ops::filter_ge_u32                   0.888        6001215       6755.584
ops::compact_indices                 0.891        6001215       6735.998
ops::filter_lt_u32_indexed           0.581        4336142       7462.700
ops::compact_indices_indexed         0.619        4336142       7008.382
ops::gather_col_u32                  0.536         909455       1696.086
ops::gather_col_u32                  0.352         909455       2583.063
ops::gather_col_u32                  0.482         909455       1887.976
ops::gather_col_f32                  0.479         909455       1897.996
ops::join_probe_u64                  0.558         909455       1631.064
ops::groupby_agg_multi_key_ty        0.571           9741         17.051
ops::ht_mark_valid                   0.225          32768        145.367
ops::ht_extract_compact              0.216           5843         27.082
ops::join_probe_u64                  0.242           5843         24.157
ops::join_probe_u64                  0.262           8508         32.473
ops::join_probe_u64                  0.236           8508         36.032
ops::cast_u32_to_f32                 0.205           8508         41.460
hash_join_probe_write_multi          0.217            412          1.896
block_sort_kv_u64                    0.000            186          0.000
orderby_gpu_gather                   0.734           4650          6.333
─────────────────────────────────────────────────────────────────
TOTAL: 25.046 ms
